0 0 0
0 1 0
0 2 1.53645e-30
0 3 2.97714e-28
0 4 2.78247e-26
0 5 1.67084e-24
0 6 7.24484e-23
0 7 2.41706e-21
0 8 6.45609e-20
0 9 1.41846e-18
0 10 2.61385e-17
0 11 4.09893e-16
0 12 5.53149e-15
0 13 6.48049e-14
0 14 6.63758e-13
0 15 5.97737e-12
0 16 4.75473e-11
0 17 3.35378e-10
0 18 2.10454e-09
0 19 1.17824e-08
0 20 5.90027e-08
0 21 2.64931e-07
0 22 1.06924e-06
0 23 3.88889e-06
0 24 1.27828e-05
0 25 3.80983e-05
0 26 0.00010335
0 27 0.000256293
0 28 0.000583858
0 29 0.00122843
0 30 0.00240062
0 31 0.00438261
0 32 0.00751709
0 33 0.01218
0 34 0.0187396
0 35 0.0275071
0 36 0.038689
0 37 0.0523472
0 38 0.0683754
0 39 0.0864934
0 40 0.10626
0 41 0.127102
0 42 0.14835
0 43 0.169286
0 44 0.189182
0 45 0.20734
0 46 0.223127
0 47 0.235998
0 48 0.245513
0 49 0.251351
0 50 0.253319
0 51 0.251351
0 52 0.245513
0 53 0.235998
0 54 0.223127
0 55 0.20734
0 56 0.189182
0 57 0.169286
0 58 0.14835
0 59 0.127102
0 60 0.10626
0 61 0.0864934
0 62 0.0683754
0 63 0.0523472
0 64 0.038689
0 65 0.0275071
0 66 0.0187396
0 67 0.01218
0 68 0.00751709
0 69 0.00438261
0 70 0.00240062
0 71 0.00122843
0 72 0.000583858
0 73 0.000256293
0 74 0.00010335
0 75 3.80983e-05
0 76 1.27828e-05
0 77 3.88889e-06
0 78 1.06924e-06
0 79 2.64931e-07
0 80 5.90027e-08
0 81 1.17824e-08
0 82 2.10454e-09
0 83 3.35378e-10
0 84 4.75473e-11
0 85 5.97737e-12
0 86 6.63758e-13
0 87 6.48049e-14
0 88 5.53149e-15
0 89 4.09893e-16
0 90 2.61385e-17
0 91 1.41846e-18
0 92 6.45609e-20
0 93 2.41706e-21
0 94 7.24484e-23
0 95 1.67084e-24
0 96 2.78247e-26
0 97 2.97714e-28
0 98 1.53645e-30
0 99 0

1 0 0
1 1 7.83902e-31
1 2 1.55059e-28
1 3 1.4801e-26
1 4 9.08177e-25
1 5 4.02587e-23
1 6 1.37386e-21
1 7 3.75558e-20
1 8 8.44924e-19
1 9 1.59519e-17
1 10 2.56437e-16
1 11 3.54959e-15
1 12 4.26791e-14
1 13 4.48878e-13
1 14 4.15311e-12
1 15 3.39588e-11
1 16 2.46333e-10
1 17 1.59029e-09
1 18 9.16233e-09
1 19 4.72252e-08
1 20 2.18256e-07
1 21 9.06468e-07
1 22 3.39117e-06
1 23 1.14573e-05
1 24 3.50621e-05
1 25 9.75264e-05
1 26 0.000247567
1 27 0.000576193
1 28 0.00123595
1 29 0.00245708
1 30 0.00455356
1 31 0.00791279
1 32 0.0129663
1 33 0.0201437
1 34 0.0298175
1 35 0.0422474
1 36 0.057535
1 37 0.0755962
1 38 0.0961546
1 39 0.118756
1 40 0.142798
1 41 0.167577
1 42 0.192327
1 43 0.216277
1 44 0.238678
1 45 0.258849
1 46 0.276188
1 47 0.290197
1 48 0.300483
1 49 0.306767
1 50 0.30888
1 51 0.306767
1 52 0.300483
1 53 0.290197
1 54 0.276188
1 55 0.258849
1 56 0.238678
1 57 0.216277
1 58 0.192327
1 59 0.167577
1 60 0.142798
1 61 0.118756
1 62 0.0961546
1 63 0.0755962
1 64 0.057535
1 65 0.0422474
1 66 0.0298175
1 67 0.0201437
1 68 0.0129663
1 69 0.00791279
1 70 0.00455356
1 71 0.00245708
1 72 0.00123595
1 73 0.000576193
1 74 0.000247567
1 75 9.75264e-05
1 76 3.50621e-05
1 77 1.14573e-05
1 78 3.39117e-06
1 79 9.06468e-07
1 80 2.18256e-07
1 81 4.72252e-08
1 82 9.16233e-09
1 83 1.59029e-09
1 84 2.46333e-10
1 85 3.39588e-11
1 86 4.15311e-12
1 87 4.48878e-13
1 88 4.26791e-14
1 89 3.54959e-15
1 90 2.56437e-16
1 91 1.59519e-17
1 92 8.44924e-19
1 93 3.75558e-20
1 94 1.37386e-21
1 95 4.02587e-23
1 96 9.08177e-25
1 97 1.4801e-26
1 98 1.55059e-28
1 99 7.83902e-31

2 0 1.53645e-30
2 1 1.55059e-28
2 2 1.51086e-26
2 3 9.46667e-25
2 4 4.28691e-23
2 5 1.49502e-21
2 6 4.17801e-20
2 7 9.61303e-19
2 8 1.85681e-17
2 9 3.05494e-16
2 10 4.32926e-15
2 11 5.33091e-14
2 12 5.74363e-13
2 13 5.44504e-12
2 14 4.56267e-11
2 15 3.39202e-10
2 16 2.24419e-09
2 17 1.32481e-08
2 18 6.99398e-08
2 19 3.30867e-07
2 20 1.40538e-06
2 21 5.37055e-06
2 22 1.85049e-05
2 23 5.76381e-05
2 24 0.000162783
2 25 0.000418383
2 26 0.000982829
2 27 0.00212075
2 28 0.00422683
2 29 0.00782763
2 30 0.0135513
2 31 0.0220636
2 32 0.0339807
2 33 0.0497736
2 34 0.0696873
2 35 0.0936883
2 36 0.12145
2 37 0.152378
2 38 0.185664
2 39 0.22036
2 40 0.255457
2 41 0.289959
2 42 0.322943
2 43 0.353599
2 44 0.381251
2 45 0.405363
2 46 0.42553
2 47 0.441461
2 48 0.45296
2 49 0.459903
2 50 0.462224
2 51 0.459903
2 52 0.45296
2 53 0.441461
2 54 0.42553
2 55 0.405363
2 56 0.381251
2 57 0.353599
2 58 0.322943
2 59 0.289959
2 60 0.255457
2 61 0.22036
2 62 0.185664
2 63 0.152378
2 64 0.12145
2 65 0.0936883
2 66 0.0696873
2 67 0.0497736
2 68 0.0339807
2 69 0.0220636
2 70 0.0135513
2 71 0.00782763
2 72 0.00422683
2 73 0.00212075
2 74 0.000982829
2 75 0.000418383
2 76 0.000162783
2 77 5.76381e-05
2 78 1.85049e-05
2 79 5.37055e-06
2 80 1.40538e-06
2 81 3.30867e-07
2 82 6.99398e-08
2 83 1.32481e-08
2 84 2.24419e-09
2 85 3.39202e-10
2 86 4.56267e-11
2 87 5.44504e-12
2 88 5.74363e-13
2 89 5.33091e-14
2 90 4.32926e-15
2 91 3.05494e-16
2 92 1.85681e-17
2 93 9.61303e-19
2 94 4.17801e-20
2 95 1.49502e-21
2 96 4.28691e-23
2 97 9.46667e-25
2 98 1.51086e-26
2 99 1.55059e-28

3 0 2.97714e-28
3 1 1.4801e-26
3 2 9.46667e-25
3 3 4.37806e-23
3 4 1.55994e-21
3 5 4.456e-20
3 6 1.04844e-18
3 7 2.0718e-17
3 8 3.4888e-16
3 9 5.06257e-15
3 10 6.38597e-14
3 11 7.0511e-13
3 12 6.85298e-12
3 13 5.88911e-11
3 14 4.49117e-10
3 15 3.04868e-09
3 16 1.84668e-08
3 17 1.00026e-07
3 18 4.85382e-07
3 19 2.11373e-06
3 20 8.27481e-06
3 21 2.91754e-05
3 22 9.28455e-05
3 23 0.000267375
3 24 0.000699011
3 25 0.00166549
3 26 0.00363335
3 27 0.00729614
3 28 0.0135659
3 29 0.0234992
3 30 0.0381608
3 31 0.0584497
3 32 0.0849279
3 33 0.117694
3 34 0.156328
3 35 0.199921
3 36 0.247173
3 37 0.29654
3 38 0.346398
3 39 0.395197
3 40 0.44158
3 41 0.484465
3 42 0.523073
3 43 0.556929
3 44 0.585823
3 45 0.609753
3 46 0.628862
3 47 0.643371
3 48 0.653519
3 49 0.659514
3 50 0.661496
